ID	Title	Categories	Tags	Permalink	Attachment Link	Content	Custom Fields
14	AS3 buzz	Flash,	flash actionscript,	http://www.flensed.com/fresh/2008/07/as3-buzz/	Missing Attachment	<a href="http://www.oreillynet.com/pub/au/568" target="_blank">Colin Moock</a>, a legend in the Flash community, created quite a stir last week (and rightly so!) with his <a href="http://www.insideria.com/2008/07/the-charges-against-actionscri.html" target="_blank">Charges Against Actionscript 3.0 article</a> on <a href="http://www.insideria.com/" target="_blank">InsideRIA</a>. It's really a fantastic read (but it is a little bit long), and the comments are even more helpful to see how the community feels and not just the one author. Even <a href="http://blogs.adobe.com/fcheng/" target="_blank">Adobe Engineer Francis Cheng</a> weighed in on the <a href="http://blogs.adobe.com/fcheng/2008/07/colin_moocks_charges_against_a.html" target="_blank">actionscript buzz</a>.It was so popular that now <a href="http://www.oreillynet.com/pub/au/3426" target="_blank">Rich Tretola</a> has a <a href="http://www.insideria.com/2008/07/charges-against-actionscript-3.html" target="_blank">poll going to see which of the 9 main issues</a> the community really feels is most important to address.  Given the overwhelming response the original article got (over 70 comments!) this should be really interesting to see how the numbers play out. What are you waiting for? <a href="http://oreillynet.com/insideria/polls/index.csp" target="_blank">Go over and vote!</a>	
16	CheckPlayer updates	CheckPlayer,flensed,	CheckPlayer,flensed,	http://www.flensed.com/fresh/2008/08/checkplayer-updates/	Missing Attachment	CheckPlayer v0.6-alpha7 has now been released. It has several new helpful features, and several bug fixes.The "DoSWFCallback" parameter of DoSWF() has changed to "options". This parameter is backwards compatible so it can still be a function callback reference. But alternatively, it can now be an object that has one or more of several properties on it to take advantage of some additional features. They are:<ol><li>"swfCB" : this specifies the callback function to receive the SWF embed status events as before.</li><li>"swfTimeout" : this specifies a number of milliseconds to wait after a SWF is embedded but hasn't started downloading. If the timeout triggers, and "swfCB" is defined, it will be notified with the "SWF_TIMEOUT" event status value.</li><li>"swfEICheck" : this specifies an ExternalInterface callback function to test for on the loaded SWF. When the callback is detected and ready, the "swfCB" function will be notified with the "SWF_EI_READY" event status value.</li></ol>There were also a number of minor bug fixes implemented, including memory management improvements. All users are encouraged to upgrade.  In addition, CheckPlayer is now nearly complete in terms of testing and features and is about ready to be declared 1.0 full release ready.CheckPlayer v0.6-alpha7 is available for download here:  <a href="http://checkplayer.flensed.com/download.php">http://checkplayer.flensed.com/download.php</a>Please contact the email list (<a href="http://groups.google.com/group/flensed" target="_blank">http://groups.google.com/group/flensed</a>) or post in the forums (<a href="http://checkplayer.flensed.com/discuss.php">http://checkplayer.flensed.com/discuss.php</a>) if you have any questions or suggestions.  Now is your chance to make any suggestions for changes before CheckPlayer makes its move to 1.0 final release readiness!	
20	jQuery and flXHR… part deux	flXHR,flensed,	flXHR,jquery,	http://www.flensed.com/fresh/2008/08/jquery-and-flxhr-part-deux/	Missing Attachment	I'm really pleased to update readers that jQuery has re-visited the issue of their ajax factory method, and have decided to implement it with <a href="http://dev.jquery.com/changeset/5805" target="_blank">patch 5805</a>! This means that in an shortly upcoming release of jQuery, authors should be able to directly adapt jQuery to work with flXHR (as is possible with other frameworks!), rather than just needing to override the native object to brute-force adapt. The <a href="http://flxhr.flensed.com/demo.php">flXHR demos</a> have been updated accordingly. Thanks to <a href="http://flesler.blogspot.com/" target="_blank">Ariel Flesler</a> for the patch!	
23	Flash, AIR, Silverlight, WPF… which is which?	Flash,RIA,	flash silverlight ria,	http://www.flensed.com/fresh/2008/08/flash-air-silverlight-wpf-which-is-which/	Missing Attachment	So, it's a given -- there's been a ton of buzz about AIR vs. Silverlight lately, and then the mindful reminders from the detail-centric community members about why AIR and Silverlight are not really the same kind of technology, and so shouldn't be compared -- it should be Flash vs. Silverlight, or AIR vs. WPF, or whatever.So, is it fair to compare Flash and Silverlight as technologies -- they're both web-browser enabled plugin technologies?  Or, is it more precise to compare AIR to WPF, since both of them ground themselves in the new frontier, the user desktop?  Are all those blog posters right, should we be really making sure we don't mix technologies when we make comparisons?From a technology standpoint, yes, this is important. But maybe not from a strategic web ecosystem perspective. Maybe the AIR/Silverlight comparison (however buzzword misguided it may have initially been) is more on track that most of us have realized thus far.I'm still, and have been for a long time, more a flash fan than what microsoft has had to offer. And with the recent explosion of interest in the Silverlight community, I've been reluctant to admit that Silverlight really had all that much to offer. I've had many a conversation with my Microsoft-technology developer friends about the various reasons why Adobe or Microsoft has a better head of steam to roll in and (re)define the true RIA technology environment. Not unexpectedly, being an Adobe enthusiast, I've had a thousand and one reasons why Adobe's going to rule this space and MS will be the "never-was" second tier player.But, I had a paradigm-shifting ephiphany over the weekend. I realized that what the Flash-to-AIR evolution has in common with the WPF-to-Silverlight evolution is that it's the natural extension, although in opposite directions for each vendor, of core competency into the space that each's counterpart has ruled for so long.You see, MS has clearly ruled the desktop-application space for a long time. And they have a huge contingent of developers who are thoroughly entrenched in the ".NET ways". Those same developers live and die by the powerful Visual Studio IDE and dev tools that MS has been so good at for so long.But they've (MS devs) struggled a bit to extend themselves into the web-application world, because the browser is such a feeble "client" compared to what MS Office apps are used to leveraging for instance. There are a lot of improvements, with ASP.NET and the various open-sourced toolkits that come along with it. But you still get the sense that MS is playing catch up.So, naturally, MS has created a way for all those MS developers and apps to start cross-targeting the web space by giving the browser a facelift with new technology (via the Silverlight plugin), while still being able to deliver a strong, powerful application experience for users.  What will we see in the coming months?  I predict we'll see incredibly powerful and cool extensions of MS apps put directly inside the browser... MS Word on the Web&trade;, anyone?But then, what about Adobe?  Yeah, they've got great developer tools in the desktop environment too. But their real strength has been they've been going at the browser-on-steroids RIA environment with the Flash plugin for a long time now, and they clearly have a strong lead. And then, consider that even outside of what Adobe's done with Flash, there's a *huge* community of really incredible developers building all kinds of amazing Javascript+HTML web applications that really defy what we once thought was possible inside the chrome walls of the browser.So, along comes AIR... and here's where my naivety and paradigm-shift were blown wide open. While certainly AIR will make Flash-on-the-desktop apps a reality... I think the far bigger tour-de-force that's happening is that it will be so drop-dead easy for web applications to make the jump to persistable, offline-capable, desktop apps... truly the "next frontier" if you've been playing in the web application arena for any length of time.  So, what will we see from AIR?  We've already seen moves to make some really popular and powerful web applications available on the desktop.  So, flickr/youtube/twitter/myspace/facebook/etc/etc/etc  -- all these great web apps are probably going to head toward a desktop near you soon.And if you want to get really funky... what about applications which can leverage both Silverlight and AIR and Flash and WPF all in one?  I predict it can and will be done. The question is, who will do it.In broad, rough concepts, AIR represents Adobe's move to the desktop, and Silverlight represents MS's move to the web. They've passed the boundary that used to imaginarily separate them from each other, and have moved boldly into each other's space, and both are doing a great job of it so far. So now it appears that truly the comparisons *should* be AIR + Silverlight.What's so great about this revelation?  The point really is, both of these moves, while in opposite directions, are incredibly important for defining what the next generation of applications look like, both on the web and on the desktop. I for one am no longer hoping that Adobe beats MS (or the other way around), but that they both keep spurring each other along, and that us web dev authors continue to have more interesting and exciting choices when it comes to the technology we can leverage for our user audience.	
25	Flash for… President?	Flash,	flash video,	http://www.flensed.com/fresh/2008/08/flash-for-president/	Missing Attachment	<style>#perplayer{ display:block;position:absolute;left:0px;top:0px;}</style><script type="text/javascript" language="javascript" src="http://ajax.googleapis.com/ajax/libs/jquery/1.3.2/jquery.min.js"></script><script language="Javascript" type="text/javascript" src="/js/viral-video.js"></script><div id="holder" style="width:384px;height:304px;position:relative;display:block;background-color:#000000;"></div><form name="nameForm"><nobr>First Name: <input name="first_name" value="Kyle" /></nobr><br /><nobr>Last Name: <input name="last_name" value="Simpson" /></nobr><br /><nobr><input type="button" value="Campaign for President!" onClick="ChangeName(this.form);" /></nobr></form>	tweetlyUpdater_bitlyUrl  => http://bit.ly/32GTB,
29	Updated: flensedCore, CheckPlayer, flXHR	CheckPlayer,Flash,flXHR,flensed,	CheckPlayer,Flash,flensed,flXHR,security,update,	http://www.flensed.com/fresh/2008/08/updated-flensedcore-checkplayer-flxhr/	Missing Attachment	A major update has been released which affects all 3 flensed projects, flensedCore, CheckPlayer, and flXHR. All users are encouraged to upgrade as soon as possible.Here's a run-down of the major things to note (more details can be found in the documentation and release-notes for each project):<ul><li>Both CheckPlayer and flXHR have been tested thoroughly on a wide spread of browsers and platforms. The pass/fail notes can be found here:  <a href="http://www.flensed.com/documentation.php">flensed Documentation</a></li><li>A new test-suite tool is available for easy testing of CheckPlayer and flXHR in various browser environments. The tool can be found here: <a href="http://www.flensed.com/code/tests/test-suite.html" target="_blank">flensed Test Suites</a></li><li>CheckPlayer now supports two new events, SWF_TIMEOUT and SWF_EI_READY. The timeout is an optional setting that times-out a non-responsive loading request of a SWF asset. The EI-ready is an optional SWF ExternalInterface callback function to check for availability/initialization on the loaded SWF (since the EI takes some time to be ready after a SWF is fully loaded). Both events tie into the DoSWF callback function feature, which allows your code to respond definitively when either of these events occur, and either load a new SWF asset or display other alternative content.</li><li>flXHR now supports the username/password parameters to the open() method call, which if non-empty, will create an 'Authorization' header and append it to the request.</li><li>flXHR now has a new feature called 'instancePooling'. Essentially, this feature is most useful when integrating flXHR with Ajax frameworks (jQuery, Dojo, etc). The feature instructs flXHR to keep references to flXHR instances around, and when new instantiation requests come in, if a suitable idle (already-used) instance is available, to re-use that by sending back its reference, instead of the time/memory penalty of creating a new instance. This should greatly improve the performance of flXHR in a multiple-request environment, especially with JS frameworks.</li><li>Both CheckPlayer and flXHR have undergone some significant polishing in terms of code clean up, proper memory management, robust asset loading, etc.</li><li>Lastly, flXHR has received a major security upgrade. Details of this security change are far too intricate for this post, and will instead be handled in a separate post and in dedicated pages. These writeups are forthcoming very shortly. The short story is that (what we deem as) a security 'hole' in Adobe Flash Player's cross-domain policy model was identified and reported to Adobe, and is pending a response from their engineers. But rather than wait for a future plugin update, flXHR's code has *temporarily* (hopefully!) been augmented with code to attempt to plug the hole in the best way possible. The change in behavior that authors will now see is that the cross-domain policies will be enforced more strictly, in that both the flXHR.swf's originating domain *and* the URL domain of the HTML page that hosts the flXHR.swf will be checked for cross-domain authorization (before, only the SWF's domain is checked).</li></ul>Please update flensedCore (to v0.2), CheckPlayer (to v0.7) and flXHR (to v0.6) as soon as possible to take advantage of the bug fixes, security updates, and new features! Join us in the forums and in our google-group mailing list for more information and answers to any questions you may have!	
31	(new) Adobe Flash Player security hole found, flXHR’s response	Flash,flXHR,	Flash,flXHR,security,update,	http://www.flensed.com/fresh/2008/08/adobe-flash-player-security-hole/	Missing Attachment	<h4>Security Hole Summary</h4>First, a brief summary of the two main "use case" conclusions of this article regarding the impact of the security hole found:1. If a page is hosting a SWF from a different domain than the page...  In this case, Adobe's model will *only* check the SWF's domain for cross-domain policy permission. Since a SWF has to be made publicly available through HTTP/S just like images do, *anyone* can link to your SWF and use it in their page... any server who your SWF can contact would probably want to allow access not just based on where the SWF is coming from, but also from the page context it's running in, but they cannot control the page-domain access. This is especially true if you as the creator of the SWF had to make the SWF more open/flexible in its capabilities for arbitrary communication (such as flXHR or other RIA communication widgets), because it's more susceptible to "abuse" by a malicious page and its javascript. 2. The more limited, niche-case is if you want to host a SWF on your server, but do not want that SWF to be able to contact your server... you *cannot* control that, because the flash player will grant "auto-trust" to the SWF to talk to *any* part of your public server's access points.  Ideally, it would seem like most server admins/authors would want to be able to publish a policy on their own server which controlled access by *any* SWF, not just any remote SWF. It seems pretty clumsy and dangerous that a host'er of a SWF cannot control that SWF's communication back to the same hosting server with a server policy... and moreover, *this* case is actually contradictory to what Adobe's own whitepaper says (bottom of page 28 of <a href="http://www.adobe.com/devnet/flashplayer/articles/flash_player_9_security.pdf" target="_blank">this PDF</a>).	
56	Well-known Flash security hole bites again	CheckPlayer,Flash,	adobe,Flash,security,	http://www.flensed.com/fresh/2008/08/well-known-flash-security-hole-bites-again/	Missing Attachment	In what should be a wake-up call to all web-dev authors who create (or use) Flash content on their sites, <a href="http://www.flashmagazine.com/" target="_blank">Jens Brynildsen of FlashMagazine</a> writes about how a <a href="http://arstechnica.com/journals/apple.ars/2008/04/11/adobe-updates-flash-player-to-fix-major-security-hole" target="_blank">well-known Flash security hole</a> was just <a href="http://www.flashmagazine.com/News/detail/flash_exploit_served_by_microsoft/" target="_blank">exploited by ads placed on the MSN (Norweigan) site</a>, quite possibly affecting/infecting tens of thousands of their users.If you haven't already, PLEASE <a href="http://www.adobe.com/shockwave/download/download.cgi?P1_Prod_Version=ShockwaveFlash" target="_blank">update to the latest (9.0.124) plugin</a>, right now!  Also, help Jens' article <a href="http://digg.com/security/Flash_exploit_served_by_Microsoft" target="_blank">get some love by digg'ing it</a>, please.  We've got to get the word out!<strong>NOTE:</strong> This security bug has been known and exposed for months now, and is *not* the same as <a href="http://www.flensed.com/fresh/2008/08/adobe-flash-player-security-hole/">the new security hole</a> I found and wrote about last week.  That one, unfortunately, remains unaddressed by Adobe so far.As I mention in the first comment on that digg posting, for quite a while now, libraries like <a href="http://code.google.com/p/swfobject/" target="_blank">SWFObject</a> and our very own <a href="http://checkplayer.flensed.com/">CheckPlayer</a> have exposed Adobe's "ExpressInstall" functionality, which is a drop-dead simple way for users to be prompted to update their Flash Player plugin automatically, unobtrusively, inline in the browser whenever they visit a site with Flash content (even ads!).If web authors would realize the importance of keeping users' systems up to date and secure, and would simply use libraries and features like "ExpressInstall" to update users' plugins as they visit their site, I think there'd be much less chance that hackers and malicious folks will be able to wide-spread take advantage of such vulnerabilities.This call is *especially* true for the big, high traffic sites, who have probably the best possible chance of getting updates out to the public. If Yahoo, MSN, YouTube, Flickr, etc would use the "ExpressInstall" feature on their flash content, and specify the latest secure version (such as "9.0.124"), then millions of users would be updated very quickly, and vulnerabilities like this would die very quickly too!I also think Adobe could do a better job of getting this same call-to-action out, for the general web-dev authoring community. We all have to take responsibility in helping keep the web as safe and secure as it can be for the technologies we use to present content to users.	
62	More bug fix updates to CheckPlayer and flXHR	CheckPlayer,flXHR,flensed,	CheckPlayer,flensed,flXHR,	http://www.flensed.com/fresh/2008/09/more-bug-fix-updates-to-checkplayer-and-flxhr/	Missing Attachment	New alpha releases of <a href="http://www.flensed.com/download.php">flensedCore</a>, <a href="http://checkplayer.flensed.com/download.php">CheckPlayer</a>, and <a href="http://flxhr.flensed.com/download.php">flXHR</a>, which address a number of bugs (some big, mostly small), have officially been released. The biggest of the bugs relate to flXHR and processing of either improperly escaped text responses, or large text/binary responses -- both of which flXHR now properly handles.All users of CheckPlayer or flXHR are encouraged to upgrade immediately.[Oct 8, 2008 -- Update]: flXHR has had several other important bugs fixed since this blog post. The new current version is v0.6-alpha7.	
67	<head> Global Web Conference	RIA,	conference,Flash,head,web,	http://www.flensed.com/fresh/2008/10/head-global-web-conference/	Missing Attachment	<a href="http://www.headconference.com/"><img src="http://www.headconference.com/images/buttons/button_468x60.gif" width="468" height="60" alt="&lt;head&gt; web conference: October 24-26, 2008"/></a><strong>flensed</strong> is a micro-sponsor of this global, online, web conference called '&lt;head&gt;' (formerly 'Singularity'). I encourage all of you to attend and learn from any of the several dozen different sessions that will be held across 3 days. And you can do so from the comfort of your home or office!	
71	flensed 1.0 release candidate!	CheckPlayer,flXHR,flensed,	CheckPlayer,flensed,flXHR,	http://www.flensed.com/fresh/2008/12/flensed-10-release-candidate/	Missing Attachment	The flensedCore, CheckPlayer, and flXHR projects have all undergone significant reworkings to address various bugs and improve performance and functionality. They have been consolidated together into a 1.0 release candidate, available <a href="http://www.flensed.com/code/releases/flensed-1.0-rc1.zip">here</a>. This release is considered stable, but not production ready yet (though it's very close!). Please test it at your convenience and give any feedback you may have before we declare a full production 1.0 release.	
80	Changes and new features in flensed 1.0	CheckPlayer,flXHR,flensed,	CheckPlayer,flensed,flXHR,	http://www.flensed.com/fresh/2008/12/changes-and-new-features-in-flensed-1-0/	Missing Attachment	[UPDATE: <a href="http://www.flensed.com/fresh/2008/12/flensed-1-0-is-now-released/">flensed 1.0 was released</a> a few days ago, and is now fully tested and production ready!]The release of flensed 1.0 is very near (mere days at this point)! The rc2 release (<a href="http://www.flensed.com/code/releases/flensed-1.0-rc2.zip">ZIP</a> or <a href="http://www.flensed.com/code/releases/flensed-1.0-rc2.tar.gz">TAR.GZ</a>) has been out for several days now and being tested, and thus far seems really stable. So I thought this was a good time to discuss some of the changes that have come about over the last couple of months of me tinkering with the projects' code.<ol><li><strong>Significant code cleanup:</strong> I consolidated all 3 projects with a full 'module' pattern implementation. This means that there is very clean, tight namespace management, and variable scoping is clear (with the explicit use of 'global' parameter). Also, it allowed a very strong emphasis on the use of convenience variables for frequently referenced strings, object names, etc. This not only makes source code reading easier, it also significantly aids in the JS minification/compression (YUI Compressor).</li><li><strong>Fixes to 'visibility' and CSS management:</strong> I included an enhanced version of createCSS (from SWFObject 2.2a), which significantly improves the way that all the projects add CSS rules to the page dynamically. In addition, CheckPlayer manages 'visibility' settings of embedded SWF's in a more straightfoward way that prevents issues with ExternalInterface registration bugginess.</li><li><strong>Fixes to flXHR strict policy management:</strong> 'PolicyChecker' was the class added to flXHR.swf in a previous alpha release to address the needs discussed in this <a href="http://www.flensed.com/fresh/2008/08/adobe-flash-player-security-hole/">blog on security model holes</a>. However, it was discovered through further testing that IP addresses, single-word domains (like 'localhost'), and other such access entry-points were not being properly authorized/resolved with the implemented code logic. So, those bugs have been resolved, and the 'PolicyChecker' now properly enforces all the strict rules on SWF-domain and page-domain authorization as advertised.</li><li><strong>Increased 'open-source-ness' of the SWFs:</strong> flXHR.swf and updateplayer.swf both previously used to only be compile'able through use of the Flash IDE and the proprietary .fla source files. However, work has been done to adapt the source code for these two SWF assets so that they can be compiled using free open-source SWF compilation utilities like 'mxmlc' (Flex Builder SDK) and 'mtasc' (Motion-Twin Actionscript Compiler). This means that if authors should ever need to tinker with these assets, they can edit the .as source files and recompile them for free, no need for a .fla or the Flash IDE.This is a huge win for achieving full open-source status for the flensed projects! Going forward, all other flensed project SWF assets will endeavor to adhere to this same method. Also, the great news is that the SWF files (in general) end up either smaller or more efficient (or both!) in execution as compared to the Flash IDE compiled versions.</li><li><strong>JS assets are now compressed and highly optimized:</strong> As alluded to earlier in this post, the .js files in the flensed projects have all been run through (and tested from!) the latest YUI Compressor technology. All in all, when factoring in all assets for the entire set of flensed projects, the total optimized compressed weight (before gzip server-delivery compression) is <strong>under 47k</strong>! Of course, all fully expanded, commented source code is available with the release as well, but the Javascript assets are now fully ready for optimized production usage.</li><li><strong>Increased cooperation with major JS Frameworks:</strong> Over the last few months, I've been working on improved integration of flXHR into two major JS Frameworks, Dojo and jQuery. Dojo has come out with the 'XHR Plugins Repository' which allows multiple XHR-like transport mechanisms (like flXHR, IFRAME-proxies, dynamic-script-tags, etc) to register themselves with the framework and then calling code can automatically have the appropriate transport mechanism selected and used for it when it requests an Ajax request. jQuery has a similar feature called the "XHR Registry".The <a href="http://flxhr.flensed.com/demo.php#demo7">flXHR demos page</a> already had simple proof-of-concept ways to integrate flXHR with both these frameworks. The exciting thing that these Registry/Repository features brings to integration is officially supported and condoned adaptation, rather than end-around hacking. To that end, I've been working on getting an official "plugin" of flXHR for both Dojo and jQuery. The authors at Dojo have been communicating and working with me to get a flXHR plugin approved to be included with DojoX. I have a similar effort going with jQuery as well. The end result is that flXHR will achieve one of its primary goals -- namely, that it is easily dropped in and used with any major JS framework with little to no effort on the part of authors.</li></ol>That's it for now. There's obviously more effort going on than just this, but those are the major points to be aware of at the moment. Let us know if you have any thoughts on the direction we've gone with this release, or suggestions for future improvements or functionality.	
88	flensed 1.0 is now released!	CheckPlayer,flXHR,flensed,	CheckPlayer,flensed,flensedCore,flXHR,	http://www.flensed.com/fresh/2008/12/flensed-1-0-is-now-released/	Missing Attachment	I am excited to announce the immediate release of flensed 1.0 (the 1.0 production ready releases of <a href="http://www.flensed.com/download.php">flensedCore</a>, <a href="http://checkplayer.flensed.com/download.php">CheckPlayer</a>, and <a href="http://flxhr.flensed.com/download.php">flXHR</a>).All users are encouraged to upgrade immediately and to begin using this code for production projects.Also, check out an <a href="http://www.flensed.com/fresh/2008/12/changes-and-new-features-in-flensed-1-0/">overview of important changes/additions</a> to the flensed family of projects with this 1.0 release.	
92	flXHR-1.0.1 patch release	flXHR,flensed,	flensed,flXHR,	http://www.flensed.com/fresh/2009/01/flxhr-101-patch-release/	Missing Attachment	See <a href="http://flxhr.flensed.com/releasenotes.php">release notes</a> and <a href="http://flxhr.flensed.com/download.php">download the patch</a>.This release fixes a few bugs, but also adds the <a href="http://flxhr.flensed.com/documentation.php#nocacheheader">new 'noCacheHeader' config option</a>. See this <a href="http://flxhr.flensed.com/discuss/viewtopic.php?f=14&t=52">discussion thread</a> for more information and reasoning.Users are encouraged to upgrade to this patch release, especially because of the fix for this <a href="http://flxhr.flensed.com/discuss/viewtopic.php?f=12&t=51">race condition bug</a>.	
94	jQuery 1.3 and flXHR: a match made in heaven!	Ajax,flXHR,flensed,	ajax,cross-domain Ajax,flXHR,jquery,	http://www.flensed.com/fresh/2009/01/jquery-13-and-flxhr-a-match-made-in-heaven/	Missing Attachment	On the occasion of jQuery's third birthday, they announced today the hugely anticipated <a href="http://docs.jquery.com/Release:jQuery_1.3">1.3 release of the library</a>. Listed in the "Ajax" section is a reference to our flXHR project, and the new 'xhr' callback (transport override) they introduced, which helps flXHR work directly and efficiently as an XHR replacement with jQuery, instead of the patched/hacked hoops we went through before.  This is an important and exciting progression, not only for the flXHR project, but for XHR in general, as I hope flXHR will continue to inspire others to rally around "XHR Clones" (that is, XHR methodologies which speak the native XHR API) as a better way of solving cross-domain issues. The roadblock in jQuery of XHR override now being removed, there should be no reason why flXHR can't be joined by other efforts, giving users and authors more (and better!) options for cross-domain scripting.In accordance, I've updated the <a href="http://flxhr.flensed.com/demo.php#demo7">flXHR demo code sample for jQuery integration</a> in the demos section (see specifically <a href="http://flxhr.flensed.com/demo.php#demo7e">demo #7e</a>). It now uses the 'xhr' callback as part of the ajaxSetup(...) default options setup to register flXHR for use by jQuery. This is the current 'best practice' for how to integrate flXHR into jQuery.Moreover, the "Ajax" section in that jQuery release announcement also mentions the <a href="http://plugins.jquery.com/project/XHR">XHR Registry plugin</a> (written by <a href="http://flesler.blogspot.com/">Ariel Flesler</a>), which allows easy management of multiple XHR-like transport methods. I am working on a flXHR plugin for jQuery which plug directly into that and will leverage this new Registry. This should prove to be an even better way to integrate flXHR into your jQuery usage, while preserving the ability to use other methods alongside in the same code. For instance, you may want to use flXHR for some types of communication, and the JSON ajax native to jQuery for others, and still yet another XHR-clone for some other purpose. This registry will make that drop-dead easy.I'm hoping I'll be able to make that plugin public soon, as soon as I get some review and (hopefully!) approval on its approach. Keep an eye out for that to be released here soon.In the meantime, the great news is that flXHR and jQuery (personally one of my favorite JS libraries, and used heavily all over this site) play well in the same sandbox now, and that's just good news for us all!Congratulations to the jQuery team on their birthday and on this monumental release. Keep up the great work!	tweetlyUpdater_bitlyUrl  => http://www.flensed.com/fresh/2009/01/jquery-13-and-flxhr-a-match-made-in-heaven/,
96	flXHR jQuery plugin, patched CheckPlayer and flXHR	CheckPlayer,flXHR,flensed,	ajax,CheckPlayer,flXHR,jquery,	http://www.flensed.com/fresh/2009/03/flxhr_jquery_plugin_and_patches/	Missing Attachment	I'm excited to announce the public release of the <a href="http://plugins.jquery.com/project/flXHR">flXHRproxy jQuery plugin</a>, which registers flXHR for use with the <a href="http://plugins.jquery.com/project/XHR">jQuery XHR Registry plugin</a>. The XHR Registry Plugin, along with flXHRproxy, allows you to associate a set of flXHR options with a matched URL or partial URL for each Ajax request's target. So, you can have different data types (XML, JSON, etc) from different URL locations, each with its own set of flXHR options.All you have to do is set up the configurations on page load, and then the rest of your jQuery Ajax code is totally unchanged, as the core of jQuery and the XHR Registry will take care of doing all the matching for you automatically. It also means that it is very easy to use flXHR only for cross-domain Ajax calls and native XHR (or other methods) for other (same-domain) calls. This is a commonly asked for feature and was much harder to do before this plugin was built. flXHRproxy is now the best-practice method for integrating flXHR with jQuery.You can read more about the new plugin <a href="http://flxhr.flensed.com/jquery.php">here</a>.Also, <a href="http://flxhr.flensed.com/download.php">flXHR</a> and <a href="http://checkplayer.flensed.com/download.php">CheckPlayer</a> both have patch versions released today. All users are encouraged to upgrade to the latest releases.	tweetlyUpdater_bitlyUrl  => http://bit.ly/rjRVo,
102	flXHR and chained Ajax calls	Ajax,flXHR,flensed,	flXHR,Javascript,jquery,	http://www.flensed.com/fresh/2009/03/flxhr-and-chained-ajax-calls/	Missing Attachment	So, this is just a quick post to share some information which was worked out recently in an email thread with a flXHR user. Because it's probably a somewhat common pattern (albeit, mostly for more complex Ajax apps), I figured it would be helpful to share the information here, just in case anyone else runs up against similar issues.<a href="http://flxhr.flensed.com/documentation.php#constructor">flXHR has a feature called instancePooling</a>, which is very helpful for performance/efficiency improvement reasons, especially with pages that make multiple Ajax requests. The way it does this is to keep around instantiated references of flXHR in a "pool", and when a new instantiation is requested, if an available instance in the pool is idle and ready (that is, it's already been used and is in readyState = 4), then it will reuse that instance (and reconfigure it as necessary) instead of creating a whole new one.There was <a href="http://flxhr.flensed.com/discuss/viewtopic.php?f=12&t=58">a bug fixed in 1.0.3</a> regarding flXHR's ability to fully reconfigure a reused instance. So, if you've tried that type of thing prior to upgrading to 1.0.3, you should upgrade to get the expected behavior.Anyway, this feature is almost universally necessary when doing Ajax calls with frameworks like jQuery, Dojo, Prototype, etc, because these frameworks tend to "throw away" XHR instances after single use, but with flXHR, it's better to keep them around to avoid the "penalty" of instantiation on subsequent requests. So, rather than try to modify the way the frameworks work, flXHR makes this transparent with the opt-in "instancePooling" configuration option. I would estimate in probably 99% of all Ajax applications, this is the option you would want to keep memory-usage and instantiation times down. Unless you specifically know better, I would recommend *always* using it.Now, as the title of this post suggests, there is a common pattern for a lot of medium-to-high complexity Ajax apps where the author of a page may need to "chain" Ajax calls -- that is, make one Ajax call, and then upon completion of the first one, make another Ajax call from the response handler of the first.It is when you combine these two concepts that a devious little "issue" creeps in. I'll try not to go into lots of gory detail here, but the bottom line is, if you make an Ajax call from a response handler of a previous Ajax call, and you have instancePooling turned on, a race condition exists with the way framework code works which will cause issues, most notably that the handler may not get properly called on your second "chained" request, even though the full response does get back to the browser.Read on to find out the details and how to fix it.	tweetlyUpdater_bitlyUrl  => http://bit.ly/JgvcZ,
